WORD: poster, FREQ: 1
WORD: trigger, FREQ: 1
WORD: street, FREQ: 1
WORD: distributed, FREQ: 1
WORD: columbia, FREQ: 1
WORD: date, FREQ: 1
WORD: september 27, FREQ: 1
WORD: nyff, FREQ: 1
WORD: october 11, FREQ: 1
WORD: running, FREQ: 1
WORD: time, FREQ: 1
WORD: minutes, FREQ: 1
WORD: country, FREQ: 1
WORD: english, FREQ: 1
WORD: biographical, FREQ: 1
WORD: inspired, FREQ: 1
WORD: incident, FREQ: 1
WORD: merchant, FREQ: 1
WORD: mariner, FREQ: 1
WORD: indian, FREQ: 1
WORD: ocean, FREQ: 1
WORD: book, FREQ: 1
WORD: dangerous, FREQ: 1
WORD: theatrically, FREQ: 1
WORD: emerged, FREQ: 1
WORD: success, FREQ: 1
WORD: grossing, FREQ: 1
WORD: contents, FREQ: 1
WORD: takes, FREQ: 1
WORD: command, FREQ: 1
WORD: unarmed, FREQ: 1
WORD: salalah, FREQ: 1
WORD: oman, FREQ: 1
WORD: sail, FREQ: 1
WORD: gulf, FREQ: 1
WORD: aden, FREQ: 1
WORD: mombasa, FREQ: 1
WORD: kenya, FREQ: 1
WORD: wary, FREQ: 1
WORD: activity, FREQ: 1
WORD: horn, FREQ: 1
WORD: africa, FREQ: 1
WORD: order, FREQ: 1
WORD: strict, FREQ: 1
WORD: security, FREQ: 1
WORD: precautions, FREQ: 1
WORD: carry, FREQ: 1
WORD: practice, FREQ: 1
WORD: drills, FREQ: 1
WORD: drill, FREQ: 1
WORD: chased, FREQ: 1
WORD: skiffs, FREQ: 1
WORD: calls, FREQ: 1
WORD: knowing, FREQ: 1
WORD: listening, FREQ: 1
WORD: radio, FREQ: 1
WORD: traffic, FREQ: 1
WORD: pretends, FREQ: 1
WORD: warship, FREQ: 1
WORD: requesting, FREQ: 1
WORD: immediate, FREQ: 1
WORD: air, FREQ: 1
WORD: support, FREQ: 1
WORD: turns, FREQ: 1
WORD: around, FREQ: 1
WORD: response, FREQ: 1
WORD: manned, FREQ: 1
WORD: heavily, FREQ: 1
WORD: armed, FREQ: 1
WORD: loses, FREQ: 1
WORD: trying, FREQ: 1
WORD: steer, FREQ: 1
WORD: wake, FREQ: 1
WORD: next, FREQ: 1
WORD: fitted, FREQ: 1
WORD: outboard, FREQ: 1
WORD: engines, FREQ: 1
WORD: returns, FREQ: 1
WORD: efforts, FREQ: 1
WORD: secure, FREQ: 1
WORD: ladder, FREQ: 1
WORD: hide, FREQ: 1
WORD: allows, FREQ: 1
WORD: safe, FREQ: 1
WORD: exchange, FREQ: 1
WORD: millions, FREQ: 1
WORD: dollars, FREQ: 1
WORD: insurance, FREQ: 1
WORD: money, FREQ: 1
WORD: shipping, FREQ: 1
WORD: sees, FREQ: 1
WORD: youngest, FREQ: 1
WORD: sandals, FREQ: 1
WORD: line, FREQ: 1
WORD: hallway, FREQ: 1
WORD: broken, FREQ: 1
WORD: plunging, FREQ: 1
WORD: lower, FREQ: 1
WORD: decks, FREQ: 1
WORD: darkness, FREQ: 1
WORD: feet, FREQ: 1
WORD: reach, FREQ: 1
WORD: continues, FREQ: 1
WORD: alone, FREQ: 1
WORD: ambush, FREQ: 1
WORD: holding, FREQ: 1
WORD: knifepoint, FREQ: 1
WORD: arrange, FREQ: 1
WORD: however, FREQ: 1
WORD: hand, FREQ: 1
WORD: man, FREQ: 1
WORD: refuses, FREQ: 1
WORD: unless, FREQ: 1
WORD: goes, FREQ: 1
WORD: attacks, FREQ: 1
WORD: forcing, FREQ: 1
WORD: launching, FREQ: 1
WORD: heads, FREQ: 1
WORD: somalia, FREQ: 1
WORD: tensions, FREQ: 1
WORD: flare, FREQ: 1
WORD: run, FREQ: 1
WORD: low, FREQ: 1
WORD: plant, FREQ: 1
WORD: amphetamine, FREQ: 1
WORD: khat, FREQ: 1
WORD: contact, FREQ: 1
WORD: mother, FREQ: 1
WORD: becomes, FREQ: 1
WORD: agitated, FREQ: 1
WORD: tries, FREQ: 1
WORD: convince, FREQ: 1
WORD: later, FREQ: 1
WORD: intercepted, FREQ: 1
WORD: destroyer, FREQ: 1
WORD: uss bainbridge, FREQ: 1
WORD: ordered, FREQ: 1
WORD: prevent, FREQ: 1
WORD: reaching, FREQ: 1
WORD: means, FREQ: 1
WORD: necessary, FREQ: 1
WORD: even, FREQ: 1
WORD: ships, FREQ: 1
WORD: arrive, FREQ: 1
WORD: asserts, FREQ: 1
WORD: come, FREQ: 1
WORD: far, FREQ: 1
WORD: will, FREQ: 1
WORD: surrender, FREQ: 1
WORD: negotiators, FREQ: 1
WORD: unable, FREQ: 1
WORD: mind, FREQ: 1
WORD: devgru, FREQ: 1
WORD: parachutes, FREQ: 1
WORD: intervene, FREQ: 1
WORD: makes, FREQ: 1
WORD: unsuccessful, FREQ: 1
WORD: attempt, FREQ: 1
WORD: escape, FREQ: 1
WORD: quickly, FREQ: 1
WORD: recaptured, FREQ: 1
WORD: repeatedly, FREQ: 1
WORD: beaten, FREQ: 1
WORD: get, FREQ: 1
WORD: positions, FREQ: 1
WORD: continue, FREQ: 1
WORD: try, FREQ: 1
WORD: peaceful, FREQ: 1
WORD: solution, FREQ: 1
WORD: eventually, FREQ: 1
WORD: taking, FREQ: 1
WORD: agrees, FREQ: 1
WORD: clan, FREQ: 1
WORD: elders, FREQ: 1
WORD: arrived, FREQ: 1
WORD: negotiate, FREQ: 1
WORD: prepares, FREQ: 1
WORD: goodbye, FREQ: 1
WORD: wife, FREQ: 1
WORD: case, FREQ: 1
WORD: decides, FREQ: 1
WORD: take, FREQ: 1
WORD: spots, FREQ: 1
WORD: writing, FREQ: 1
WORD: beats, FREQ: 1
WORD: retaliates, FREQ: 1
WORD: wrestling, FREQ: 1
WORD: subdues, FREQ: 1
WORD: striking, FREQ: 1
WORD: back, FREQ: 1
WORD: ak, FREQ: 1
WORD: injuring, FREQ: 1
WORD: convinces, FREQ: 1
WORD: must, FREQ: 1
WORD: tie, FREQ: 1
WORD: blindfold, FREQ: 1
WORD: leaving, FREQ: 1
WORD: say, FREQ: 1
WORD: final, FREQ: 1
WORD: goodbyes, FREQ: 1
WORD: prepare, FREQ: 1
WORD: shoot, FREQ: 1
WORD: stops, FREQ: 1
WORD: causing, FREQ: 1
WORD: balance, FREQ: 1
WORD: gives, FREQ: 1
WORD: shots, FREQ: 1
WORD: simultaneously, FREQ: 1
WORD: arrested, FREQ: 1
WORD: custody, FREQ: 1
WORD: piracy, FREQ: 1
WORD: rescued, FREQ: 1
WORD: treated, FREQ: 1
WORD: although, FREQ: 1
WORD: shock, FREQ: 1
WORD: disoriented, FREQ: 1
WORD: thanks, FREQ: 1
WORD: rescue, FREQ: 1
WORD: saving, FREQ: 1
WORD: revealed, FREQ: 1
WORD: soon, FREQ: 1
WORD: returned, FREQ: 1
WORD: recovery, FREQ: 1
WORD: sentenced, FREQ: 1
WORD: jail, FREQ: 1
WORD: orchestrating, FREQ: 1
WORD: kidnap, FREQ: 1
WORD: attempted, FREQ: 1
WORD: murder, FREQ: 1
WORD: left, FREQ: 1
WORD: rich, FREQ: 1
WORD: irish, FREQ: 1
WORD: leader, FREQ: 1
WORD: adan, FREQ: 1
WORD: walid, FREQ: 1
WORD: catherine, FREQ: 1
WORD: keener, FREQ: 1
WORD: andrea, FREQ: 1
WORD: corey, FREQ: 1
WORD: johnson, FREQ: 1
WORD: quinn, FREQ: 1
WORD: helmsman, FREQ: 1
WORD: mulkey, FREQ: 1
WORD: cronan, FREQ: 1
WORD: senior, FREQ: 1
WORD: member, FREQ: 1
WORD: holden, FREQ: 1
WORD: william, FREQ: 1
WORD: rios, FREQ: 1
WORD: boatswain, FREQ: 1
WORD: commanding, FREQ: 1
WORD: max, FREQ: 1
WORD: martini, FREQ: 1
WORD: omar, FREQ: 1
WORD: berdouni, FREQ: 1
WORD: nemo, FREQ: 1
WORD: translator, FREQ: 1
WORD: working, FREQ: 1
WORD: part, FREQ: 1
WORD: mohamed, FREQ: 1
WORD: assad, FREQ: 1
WORD: issak, FREQ: 1
WORD: farah, FREQ: 1
WORD: samatar, FREQ: 1
WORD: hufan, FREQ: 1
WORD: uncredited, FREQ: 1
WORD: danielle, FREQ: 1
WORD: albert, FREQ: 1
WORD: brien, FREQ: 1
WORD: technician, FREQ: 1
WORD: sw, FREQ: 1
WORD: nathan, FREQ: 1
WORD: sony, FREQ: 1
WORD: optioned, FREQ: 1
WORD: rights, FREQ: 1
WORD: shortly, FREQ: 1
WORD: publication, FREQ: 1
WORD: memoir, FREQ: 1
WORD: attached, FREQ: 1
WORD: reading, FREQ: 1
WORD: draft, FREQ: 1
WORD: helm, FREQ: 1
WORD: untitled, FREQ: 1
WORD: adaptation, FREQ: 1
WORD: following, FREQ: 1
WORD: subsequently, FREQ: 1
WORD: participants, FREQ: 1
WORD: brian, FREQ: 1
WORD: coyle, FREQ: 1
WORD: community, FREQ: 1
WORD: center, FREQ: 1
WORD: cedar, FREQ: 1
WORD: riverside, FREQ: 1
WORD: minneapolis, FREQ: 1
WORD: selected, FREQ: 1
WORD: according, FREQ: 1
WORD: debbie, FREQ: 1
WORD: delisi, FREQ: 1
WORD: ones, FREQ: 1
WORD: anointed, FREQ: 1
WORD: group, FREQ: 1
WORD: stuck, FREQ: 1
WORD: visited, FREQ: 1
WORD: bullet, FREQ: 1
WORD: scarred, FREQ: 1
WORD: ton, FREQ: 1
WORD: fiberglass, FREQ: 1
WORD: accurately, FREQ: 1
WORD: re, FREQ: 1
WORD: create, FREQ: 1
